Name,Type 1,Type 2,HP,Att,Def,Spa,Spd,Spe,BST,Generation,Final Evolution,Catch Rate,Legendary,Weight,Height,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
Delcatty,Normal,,70,65,65,55,55,90,400,3,1,60,0,32.6,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sableye,Dark,Ghost,50,75,75,65,65,50,380,3,1,45,0,11.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Mega Sableye,Dark,Ghost,50,85,125,85,115,20,480,6,1,45,0,161.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Mawile,Steel,Fairy,50,85,85,55,55,50,380,3,1,45,0,11.5,0.6,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
Mega Mawile,Steel,Fairy,50,105,125,55,95,50,480,6,1,45,0,23.5,1.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
Aron,Steel,Rock,50,70,100,40,40,30,330,3,0,180,0,60.0,0.4,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Lairon,Steel,Rock,60,90,140,50,50,40,430,3,0,90,0,120.0,0.9,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Aggron,Steel,Rock,70,110,180,60,60,50,530,3,1,45,0,360.0,2.1,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
Mega Aggron,Steel,,70,140,230,60,80,50,630,6,1,45,0,395.0,2.2,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Meditite,Fighting,Psychic,30,40,55,40,55,60,280,3,0,180,0,11.2,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Medicham,Fighting,Psychic,60,60,75,60,75,80,410,3,1,90,0,31.5,1.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Mega Medicham,Fighting,Psychic,60,100,85,80,85,100,510,6,1,90,0,31.5,1.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
Electrike,Electric,,40,45,40,65,40,65,295,3,0,120,0,15.2,0.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Manectric,Electric,,70,75,60,105,60,105,475,3,1,45,0,40.2,1.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Mega Manectric,Electric,,70,75,80,135,80,135,575,6,1,45,0,44.0,1.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Plusle,Electric,,60,50,40,85,75,95,405,3,1,200,0,4.2,0.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Minun,Electric,,60,40,50,75,85,95,405,3,1,200,0,4.2,0.4,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Volbeat,Bug,,65,73,75,47,85,85,430,3,1,150,0,17.7,0.7,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Illumise,Bug,,65,47,75,73,85,85,430,3,1,150,0,17.7,0.6,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Roselia,Grass,Poison,50,60,45,100,80,65,400,3,0,150,0,2.0,0.3,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Gulpin,Poison,,70,43,53,43,53,40,302,3,0,225,0,10.3,0.4,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Swalot,Poison,,100,73,83,73,83,55,467,3,1,75,0,80.0,1.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Carvanha,Water,Dark,45,90,20,65,20,65,305,3,0,225,0,20.8,0.8,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Sharpedo,Water,Dark,70,120,40,95,40,95,460,3,1,60,0,88.8,1.8,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Mega Sharpedo,Water,Dark,70,140,70,110,65,105,560,6,1,60,0,130.3,2.5,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Wailmer,Water,,130,70,35,70,35,60,400,3,0,125,0,130.0,2.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Wailord,Water,,170,90,45,90,45,60,500,3,1,60,0,398.0,14.5,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Numel,Fire,Ground,60,60,40,65,45,35,305,3,0,255,0,24.0,0.7,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Camerupt,Fire,Ground,70,100,70,105,75,40,460,3,1,150,0,220.0,1.9,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Mega Camerupt,Fire,Ground,70,120,100,145,105,20,560,6,1,150,0,320.5,2.5,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Torkoal,Fire,,70,85,140,85,70,20,470,3,1,90,0,80.4,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Spoink,Psychic,,60,25,35,70,80,60,330,3,0,255,0,30.6,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Grumpig,Psychic,,80,45,65,90,110,80,470,3,1,60,0,71.5,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Spinda,Normal,,60,60,60,60,60,60,360,3,1,255,0,5.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Trapinch,Ground,,45,100,45,45,45,10,290,3,0,255,0,15.0,0.7,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Vibrava,Ground,Dragon,50,70,50,50,50,70,340,3,0,120,0,15.3,1.1,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Flygon,Ground,Dragon,80,100,80,80,80,100,520,3,1,45,0,82.0,2.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
Cacnea,Grass,,50,85,40,85,40,35,335,3,0,190,0,51.3,0.4,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Cacturne,Grass,Dark,70,115,60,115,60,55,475,3,1,60,0,77.4,1.3,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Swablu,Normal,Flying,45,40,60,40,75,50,310,3,0,255,0,1.2,0.4,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Altaria,Dragon,Flying,75,70,90,70,105,80,490,3,1,45,0,20.6,1.1,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,590,6,1,45,0,20.6,1.5,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
Zangoose,Normal,,73,115,60,60,60,90,458,3,1,90,0,40.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Seviper,Poison,,73,100,60,100,60,65,458,3,1,90,0,52.5,2.7,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
Lunatone,Rock,Psychic,90,55,65,95,85,70,460,3,1,45,0,168.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
Solrock,Rock,Psychic,90,95,85,55,65,70,460,3,1,45,0,154.0,1.2,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
Barboach,Water,Ground,50,48,43,46,41,60,288,3,0,190,0,1.9,0.4,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Whiscash,Water,Ground,110,78,73,76,71,60,468,3,1,75,0,23.6,0.9,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Corphish,Water,,43,80,65,50,35,35,308,3,0,205,0,11.5,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Crawdaunt,Water,Dark,63,120,85,90,55,55,468,3,1,155,0,32.8,1.1,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
Baltoy,Ground,Psychic,40,40,55,40,70,55,300,3,0,255,0,21.5,0.5,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
Claydol,Ground,Psychic,60,70,105,70,120,75,500,3,1,90,0,108.0,1.5,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
Lileep,Rock,Grass,66,41,77,61,87,23,355,3,0,45,0,23.8,1.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
Cradily,Rock,Grass,86,81,97,81,107,43,495,3,1,45,0,60.4,1.5,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
Anorith,Rock,Bug,45,95,50,40,50,75,355,3,0,45,0,12.5,0.7,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Armaldo,Rock,Bug,75,125,100,70,80,45,495,3,1,45,0,68.2,1.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Feebas,Water,,20,15,20,10,55,80,200,3,0,255,0,7.4,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Milotic,Water,,95,60,79,100,125,81,540,3,1,60,0,162.0,6.2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Castform,Normal,,70,70,70,70,70,70,420,3,1,45,0,0.8,0.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Kecleon,Normal,,60,90,70,60,120,40,440,3,1,200,0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Shuppet,Ghost,,44,75,35,63,33,45,295,3,0,225,0,2.3,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Banette,Ghost,,64,115,65,83,63,65,455,3,1,45,0,12.5,1.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Mega Banette,Ghost,,64,165,75,93,83,75,555,6,1,45,0,13.0,1.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Duskull,Ghost,,20,40,90,30,90,25,295,3,0,190,0,15.0,0.8,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Dusclops,Ghost,,40,70,130,60,130,25,455,3,0,90,0,30.6,1.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Tropius,Grass,Flying,99,68,83,72,87,51,460,3,1,200,0,100.0,2.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Chimecho,Psychic,,75,50,80,95,90,65,455,3,1,45,0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Absol,Dark,,65,130,60,75,60,75,465,3,1,30,0,47.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Mega Absol,Dark,,65,150,60,115,60,115,565,6,1,30,0,49.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Wynaut,Psychic,,95,23,48,23,48,23,260,3,0,125,0,14.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Snorunt,Ice,,50,50,50,50,50,50,300,3,0,190,0,16.8,0.7,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Glalie,Ice,,80,80,80,80,80,80,480,3,1,75,0,256.5,1.5,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Mega Glalie,Ice,,80,120,80,120,80,100,580,6,1,75,0,350.2,2.1,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Spheal,Ice,Water,70,40,50,55,50,25,290,3,0,255,0,39.5,0.8,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Sealeo,Ice,Water,90,60,70,75,70,45,410,3,0,120,0,87.6,1.1,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Walrein,Ice,Water,110,80,90,95,90,65,530,3,1,45,0,150.6,1.4,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Clamperl,Water,,35,64,85,74,55,32,345,3,0,255,0,52.5,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Huntail,Water,,55,104,105,94,75,52,485,3,1,60,0,27.0,1.7,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Gorebyss,Water,,55,84,105,114,75,52,485,3,1,60,0,22.6,1.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Relicanth,Water,Rock,100,90,130,45,65,55,485,3,1,25,0,23.4,1.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Luvdisc,Water,,43,30,55,40,65,97,330,3,1,225,0,8.7,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Bagon,Dragon,,45,75,60,40,30,50,300,3,0,45,0,42.1,0.6,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Shelgon,Dragon,,65,95,100,60,50,50,420,3,0,45,0,110.5,1.1,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
Salamence,Dragon,Flying,95,135,80,110,80,100,600,3,1,45,0,102.6,1.5,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Mega Salamence,Dragon,Flying,95,145,130,120,90,120,700,6,1,45,0,112.6,1.8,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Beldum,Steel,Psychic,40,55,80,35,60,30,300,3,0,3,0,95.2,0.6,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Metang,Steel,Psychic,60,75,100,55,80,50,420,3,0,3,0,202.5,1.2,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Metagross,Steel,Psychic,80,135,130,95,90,70,600,3,1,3,0,550.0,1.6,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Mega Metagross,Steel,Psychic,80,145,150,105,110,110,700,6,1,3,0,942.9,2.5,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Regirock,Rock,,80,100,200,50,100,50,580,3,1,3,1,230.0,1.7,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Regice,Ice,,80,50,100,100,200,50,580,3,1,3,1,175.0,1.8,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Registeel,Steel,,80,75,150,75,150,50,580,3,1,3,1,205.0,1.9,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
Latias,Dragon,Psychic,80,80,90,110,130,110,600,3,1,3,1,40.0,1.4,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
Mega Latias,Dragon,Psychic,80,100,120,140,150,110,700,6,1,3,1,52.0,1.8,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
Latios,Dragon,Psychic,80,90,80,130,110,110,600,3,1,3,1,60.0,2.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
Mega Latios,Dragon,Psychic,80,130,100,160,120,110,700,6,1,3,1,70.0,2.3,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
Kyogre,Water,,100,100,90,150,140,90,670,3,1,3,1,352.0,4.5,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Primal Kyogre,Water,,100,150,90,180,160,90,770,6,1,3,1,430.0,9.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Groudon,Ground,,100,150,140,100,90,90,670,3,1,3,1,950.0,3.5,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Primal Groudon,Ground,Fire,100,180,160,150,90,90,770,6,1,3,1,999.7,5.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Rayquaza,Dragon,Flying,105,150,90,150,90,95,680,3,1,45,1,206.5,7.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,780,6,1,45,1,392.0,10.8,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
Jirachi,Steel,Psychic,100,100,100,100,100,100,600,3,1,3,1,1.1,0.3,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
Deoxys Normal Form,Psychic,,50,150,50,150,50,150,600,3,1,3,1,60.8,1.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Deoxys Defense Form,Psychic,,50,70,160,70,160,90,600,3,1,3,1,60.8,1.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Deoxys Attack Form,Psychic,,50,180,20,180,20,150,600,3,1,3,1,60.8,1.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Deoxys Speed Form,Psychic,,50,95,90,95,90,180,600,3,1,3,1,60.8,1.7,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Turtwig,Grass,,55,68,64,45,55,31,318,4,0,45,0,10.2,0.4,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Grotle,Grass,,75,89,85,55,65,36,405,4,0,45,0,97.0,1.1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Torterra,Grass,Ground,95,109,105,75,85,56,525,4,1,45,0,310.0,2.2,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
Chimchar,Fire,,44,58,44,58,44,61,309,4,0,45,0,6.2,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Monferno,Fire,Fighting,64,78,52,78,52,81,405,4,0,45,0,22.0,0.9,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Infernape,Fire,Fighting,76,104,71,104,71,108,534,4,1,45,0,55.0,1.2,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Piplup,Water,,53,51,53,61,56,40,314,4,0,45,0,5.2,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Prinplup,Water,,64,66,68,81,76,50,405,4,0,45,0,23.0,0.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Empoleon,Water,Steel,84,86,88,111,101,60,530,4,1,45,0,84.5,1.7,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
Starly,Normal,Flying,40,55,30,30,30,60,245,4,0,255,0,2.0,0.3,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Staravia,Normal,Flying,55,75,50,40,40,80,340,4,0,120,0,15.5,0.6,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Staraptor,Normal,Flying,85,120,70,50,60,100,485,4,1,45,0,24.9,1.2,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Bidoof,Normal,,59,45,40,35,40,31,250,4,0,255,0,20.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
